Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,City,A free copy of Mastering The Interview,Last Notable Activity,lead_score,actual_converted,assigned_rep
Landing Page Submission,Google,No,1,3.0,143,3.0,SMS Sent,Human Resource Management,Working Professional,Mumbai,No,SMS Sent,0.7136436468902434,1,Rep_D
API,Olark Chat,No,1,3.0,978,3.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.7112031177995011,1,Rep_B
Landing Page Submission,Direct Traffic,No,1,3.0,1486,3.0,Email Opened,Human Resource Management,Unemployed,Thane & Outskirts,Yes,Email Opened,0.71108632795478,1,Rep_C
Lead Add Form,Google,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.7107419971584734,1,Rep_D
Lead Add Form,Google,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.7107419971584734,1,Rep_B
Lead Add Form,Google,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.7107419971584734,1,Rep_C
Landing Page Submission,Direct Traffic,No,1,7.0,1273,7.0,SMS Sent,Marketing Management,Unemployed,Mumbai,Yes,SMS Sent,0.709364325874982,1,Rep_D
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.7089896515195087,1,Rep_B
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.7089896515195087,1,Rep_C
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.7089896515195087,1,Rep_D
Landing Page Submission,Direct Traffic,No,1,4.0,1588,4.0,Email Opened,Supply Chain Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.7082330651092258,1,Rep_B
Landing Page Submission,Direct Traffic,No,1,3.0,866,3.0,SMS Sent,Supply Chain Management,Unemployed,Thane & Outskirts,Yes,SMS Sent,0.7079280987838155,1,Rep_C
API,Google,No,0,5.0,1548,1.0,Olark Chat Conversation,Finance Management,Student,Mumbai,No,Olark Chat Conversation,0.7076699588160954,0,Rep_D
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.7073044462616327,1,Rep_B
Landing Page Submission,Direct Traffic,No,0,3.0,1625,3.0,Converted to Lead,Marketing Management,Unemployed,Other Cities of Maharashtra,Yes,Modified,0.7066027011155448,0,Rep_C
Landing Page Submission,Google,No,1,5.0,1063,2.5,Email Opened,Finance Management,Unemployed,Thane & Outskirts,No,Email Opened,0.706409955675882,1,Rep_D
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.7056135342397092,1,Rep_B
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.7056135342397092,1,Rep_C
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.7056135342397092,1,Rep_D
API,Olark Chat,No,1,3.0,1317,1.0,Email Opened,Marketing Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.704760749473114,1,Rep_B
API,Direct Traffic,No,1,3.0,1759,3.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.7046717364587497,1,Rep_C
API,Organic Search,No,1,5.0,1084,5.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.704273292965247,1,Rep_D
Landing Page Submission,Organic Search,No,1,9.0,232,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Mumbai,No,SMS Sent,0.7040613382652035,1,Rep_B
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Business Administration,Unemployed,Mumbai,No,Email Opened,0.703916942912607,1,Rep_C
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Business Administration,Unemployed,Mumbai,No,Email Opened,0.703916942912607,1,Rep_D
Landing Page Submission,Google,No,1,9.0,1033,9.0,SMS Sent,Human Resource Management,Unemployed,Other Cities,No,SMS Sent,0.7038732625590839,1,Rep_B
Landing Page Submission,Direct Traffic,Yes,0,2.0,1414,2.0,SMS Sent,Human Resource Management,Unemployed,Mumbai,No,SMS Sent,0.7034868126515861,0,Rep_C
Landing Page Submission,Google,No,0,4.0,700,4.0,SMS Sent,Business Administration,Unemployed,Thane & Outskirts,No,Modified,0.7032044745190148,0,Rep_D
API,Google,No,0,7.0,859,1.75,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.7024626187502235,0,Rep_B
API,Organic Search,No,1,2.0,576,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.7014764763676311,1,Rep_C
Landing Page Submission,Google,No,1,8.0,422,1.6,SMS Sent,Finance Management,Unemployed,Other Cities,No,SMS Sent,0.700741922519117,1,Rep_D
Landing Page Submission,Google,No,1,3.0,520,3.0,SMS Sent,Human Resource Management,Unemployed,Other Metro Cities,No,SMS Sent,0.6994702065625693,1,Rep_B
Landing Page Submission,Direct Traffic,No,1,4.0,1628,4.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Email Opened,0.699280079333274,1,Rep_C
API,Direct Traffic,No,1,5.0,970,5.0,SMS Sent,Travel and Tourism,Working Professional,Other Cities,Yes,SMS Sent,0.697106605633975,1,Rep_D
API,Organic Search,No,0,5.0,903,5.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.6970455667261256,0,Rep_B
Landing Page Submission,Google,No,1,4.0,1175,4.0,Email Opened,Business Administration,Unemployed,Thane & Outskirts,No,Email Opened,0.6966995568178407,1,Rep_C
Landing Page Submission,Direct Traffic,No,1,2.0,1284,2.0,Email Opened,Marketing Management,Unemployed,Other Metro Cities,Yes,Modified,0.6966265330697076,1,Rep_D
API,Organic Search,No,0,4.0,1144,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.6939252705640501,0,Rep_B
Landing Page Submission,Organic Search,No,1,6.0,386,2.0,Email Opened,E-COMMERCE,Working Professional,Other Metro Cities,Yes,Email Opened,0.6938938771670481,1,Rep_C
Landing Page Submission,Direct Traffic,No,1,3.0,1247,3.0,Email Opened,Marketing Management,Unemployed,Thane & Outskirts,No,Email Opened,0.6936887549907019,1,Rep_D
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,Mumbai,No,SMS Sent,0.6932559605193037,1,Rep_B
Landing Page Submission,Google,No,1,4.0,1075,4.0,Email Opened,Finance Management,Unemployed,Other Metro Cities,No,Modified,0.6927861821344107,1,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,Mumbai,No,SMS Sent,0.6915192860748186,1,Rep_D
Landing Page Submission,Direct Traffic,No,1,2.0,973,2.0,Email Opened,Human Resource Management,Working Professional,Mumbai,Yes,Email Opened,0.6913456351711579,1,Rep_B
Landing Page Submission,Google,No,1,3.0,499,3.0,SMS Sent,Human Resource Management,Unemployed,Other Metro Cities,No,SMS Sent,0.6906905807931873,1,Rep_C
API,Google,No,1,2.0,997,2.0,Email Opened,Marketing Management,Working Professional,Mumbai,No,Email Opened,0.6903629532368932,1,Rep_D
Landing Page Submission,Google,No,0,2.0,539,2.0,Unreachable,International Business,Unemployed,Mumbai,No,Modified,0.6891981664408448,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,1.0,993,1.0,Converted to Lead,Operations Management,Working Professional,Mumbai,Yes,Modified,0.6888830734920619,1,Rep_C
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,Mumbai,No,SMS Sent,0.6874459756547708,1,Rep_D
Landing Page Submission,Google,No,0,8.0,1298,2.67,Email Opened,"Banking, Investment And Insurance",Unemployed,Mumbai,Yes,Email Opened,0.6867169151929918,0,Rep_B
Landing Page Submission,Google,No,1,6.0,1129,3.0,Email Opened,Operations Management,Unemployed,Mumbai,No,Email Opened,0.6863438914532257,1,Rep_C
Landing Page Submission,Direct Traffic,No,1,2.0,835,2.0,SMS Sent,Media and Advertising,Unemployed,Mumbai,Yes,SMS Sent,0.6861992607901298,1,Rep_D
Landing Page Submission,Direct Traffic,No,0,3.0,899,3.0,SMS Sent,E-COMMERCE,Unemployed,Other Cities,Yes,SMS Sent,0.6859496469336709,0,Rep_B
Landing Page Submission,Google,No,1,3.0,1141,3.0,Email Opened,Supply Chain Management,Unemployed,Mumbai,No,Email Opened,0.685063194012808,1,Rep_C
API,Organic Search,No,1,2.0,645,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.6846388905801907,1,Rep_D
Landing Page Submission,Google,No,1,4.0,752,4.0,Email Opened,Finance Management,Working Professional,Mumbai,No,Email Opened,0.6841245560901927,1,Rep_B
Landing Page Submission,Google,No,1,3.0,784,3.0,Converted to Lead,Business Administration,Working Professional,Mumbai,No,Modified,0.6820492729221094,1,Rep_C
Landing Page Submission,Google,No,1,4.0,690,2.0,SMS Sent,Hospitality Management,Unemployed,Other Metro Cities,Yes,Modified,0.6812098167494268,1,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,1213,2.0,Form Submitted on Website,Finance Management,Unemployed,Mumbai,Yes,Modified,0.6805112448514344,0,Rep_B
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Link Clicked,Operations Management,Unemployed,Thane & Outskirts,No,Email Link Clicked,0.6795468609189871,1,Rep_C
API,Google,No,1,6.0,1162,6.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6785702470641494,1,Rep_D
Landing Page Submission,Direct Traffic,No,1,4.0,1023,1.33,Email Opened,Marketing Management,Unemployed,Other Cities,No,Modified,0.6778643814566846,1,Rep_B
Landing Page Submission,Google,No,1,4.0,612,4.0,SMS Sent,Human Resource Management,Unemployed,Mumbai,No,SMS Sent,0.6774594273841296,1,Rep_C
Landing Page Submission,Google,No,1,6.0,1069,6.0,Email Opened,Marketing Management,Working Professional,Mumbai,Yes,Email Opened,0.6756375640907523,1,Rep_D
Landing Page Submission,Google,Yes,0,1.0,1936,1.0,Email Bounced,Retail Management,Unemployed,Mumbai,No,Email Bounced,0.6734758261618095,0,Rep_B
Landing Page Submission,Google,No,0,5.0,588,5.0,SMS Sent,Human Resource Management,Unemployed,Thane & Outskirts,No,SMS Sent,0.6732597200871973,0,Rep_C
Landing Page Submission,Organic Search,No,0,4.0,237,4.0,SMS Sent,Operations Management,Unemployed,Other Cities,No,SMS Sent,0.6731686505602041,0,Rep_D
API,Google,No,0,3.0,1395,1.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.672627861006648,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,2.0,1249,2.0,Email Opened,IT Projects Management,Unemployed,Other Cities of Maharashtra,Yes,Modified,0.6708839614014901,1,Rep_C
Landing Page Submission,Google,No,1,5.0,967,2.5,Email Opened,IT Projects Management,Unemployed,Thane & Outskirts,No,Email Opened,0.668078006365814,1,Rep_D
Landing Page Submission,Google,No,1,4.0,1190,4.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.667977746069525,1,Rep_B
API,Referral Sites,No,1,10.0,325,3.33,Unreachable,Finance Management,Unemployed,Mumbai,Yes,Unreachable,0.666541933150678,1,Rep_C
Landing Page Submission,Google,No,0,6.0,693,3.0,Page Visited on Website,Travel and Tourism,Unemployed,Mumbai,No,Modified,0.6658595195122499,0,Rep_D
Landing Page Submission,Google,No,0,2.0,942,2.0,Email Opened,Human Resource Management,Unemployed,Thane & Outskirts,No,Email Opened,0.665716388366551,0,Rep_B
Landing Page Submission,Organic Search,No,1,6.0,295,6.0,SMS Sent,Travel and Tourism,Unemployed,Thane & Outskirts,No,SMS Sent,0.6645955798920679,1,Rep_C
Lead Add Form,Google,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.6645660843107242,1,Rep_D
API,Google,No,1,6.0,1552,1.5,Email Opened,Business Administration,Unemployed,Mumbai,Yes,Email Opened,0.664199426937841,1,Rep_B
Landing Page Submission,Direct Traffic,No,1,4.0,901,4.0,SMS Sent,Travel and Tourism,Unemployed,Other Cities,Yes,SMS Sent,0.662165985814248,1,Rep_C
API,Google,No,0,2.0,910,1.0,Olark Chat Conversation,Marketing Management,Unemployed,Thane & Outskirts,No,Modified,0.6619342773514199,0,Rep_D
Landing Page Submission,Organic Search,No,0,8.0,216,4.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6612220127849323,0,Rep_B
Landing Page Submission,Organic Search,Yes,0,3.0,1129,3.0,Unreachable,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.6603278044884641,0,Rep_C
Landing Page Submission,Direct Traffic,No,1,3.0,248,1.5,SMS Sent,IT Projects Management,Working Professional,Mumbai,Yes,SMS Sent,0.6587221019832209,1,Rep_D
Landing Page Submission,Direct Traffic,No,1,5.0,1487,5.0,SMS Sent,Finance Management,Student,Mumbai,Yes,SMS Sent,0.6576384113415568,1,Rep_B
API,Google,No,0,2.0,1409,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.657534389332347,0,Rep_C
API,Google,No,0,6.0,1225,6.0,Page Visited on Website,Supply Chain Management,Unemployed,Thane & Outskirts,No,Modified,0.6575140930067263,0,Rep_D
Landing Page Submission,Google,No,1,6.0,595,3.0,Email Opened,"Banking, Investment And Insurance",Working Professional,Mumbai,No,Email Opened,0.6554269525077713,1,Rep_B
Landing Page Submission,Organic Search,No,1,3.0,534,1.5,Email Opened,Human Resource Management,Unemployed,Thane & Outskirts,No,Email Opened,0.6550661980300231,1,Rep_C
API,Google,No,1,2.0,803,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6547892563063429,1,Rep_D
Lead Add Form,Reference,Yes,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6519482635508872,1,Rep_B
Landing Page Submission,Organic Search,No,1,7.0,14,1.75,SMS Sent,E-COMMERCE,Unemployed,Mumbai,No,SMS Sent,0.6507998482662519,1,Rep_C
API,Google,No,1,3.0,970,3.0,SMS Sent,Marketing Management,Unemployed,Mumbai,No,Modified,0.6502954357807645,1,Rep_D
Landing Page Submission,Direct Traffic,No,0,4.0,1149,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.6471629744176666,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,3.0,1409,1.5,Converted to Lead,Human Resource Management,Unemployed,Mumbai,Yes,Modified,0.6459126868545075,0,Rep_C
Landing Page Submission,Google,No,0,5.0,663,5.0,Unreachable,Operations Management,Unemployed,Mumbai,No,Modified,0.6452631399290463,0,Rep_D
API,Google,No,1,2.0,779,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6440104979788772,1,Rep_B
Landing Page Submission,Google,No,1,4.0,1136,4.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.6439448792006728,1,Rep_C
Landing Page Submission,Google,No,0,5.0,1209,5.0,Email Opened,IT Projects Management,Unemployed,Mumbai,No,Email Opened,0.64312778091235,0,Rep_D
API,Google,No,1,2.0,693,1.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6426637156890966,1,Rep_B
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,Mumbai,No,Modified,0.6419405585130856,1,Rep_C
Landing Page Submission,Google,No,1,2.0,861,2.0,SMS Sent,Finance Management,Student,Mumbai,No,SMS Sent,0.6410231935473754,1,Rep_D
API,Google,No,0,3.0,847,3.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.640300912023644,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,2.0,1020,2.0,Email Opened,Supply Chain Management,Unemployed,Mumbai,No,Modified,0.6394598355765856,1,Rep_C
API,Olark Chat,No,0,3.0,645,1.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Modified,0.6391996970173366,0,Rep_D
API,Google,No,1,3.0,829,1.5,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.6391216087629427,1,Rep_B
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Link Clicked,Marketing Management,Unemployed,Mumbai,No,Email Link Clicked,0.6382504139435984,1,Rep_C
Landing Page Submission,Direct Traffic,No,1,5.0,1563,5.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Email Opened,0.6376920219755301,1,Rep_D
Landing Page Submission,Google,No,1,4.0,1245,4.0,Email Opened,Human Resource Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.6367608631513743,1,Rep_B
API,Organic Search,No,1,13.0,475,2.17,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.6365506642672957,1,Rep_C
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Link Clicked,Human Resource Management,Unemployed,Mumbai,No,Email Link Clicked,0.6363656682110249,1,Rep_D
API,Olark Chat,No,1,10.0,1156,3.33,Email Opened,International Business,Unemployed,Mumbai,No,Email Opened,0.6349345764789163,1,Rep_B
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Link Clicked,Business Administration,Unemployed,Mumbai,No,Email Link Clicked,0.6325836377419477,1,Rep_C
Landing Page Submission,Google,No,1,5.0,284,2.5,SMS Sent,Marketing Management,Unemployed,Thane & Outskirts,No,SMS Sent,0.6320162383175334,1,Rep_D
Landing Page Submission,Google,No,0,4.0,419,4.0,SMS Sent,Human Resource Management,Unemployed,Thane & Outskirts,No,SMS Sent,0.6317815223316146,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,3.0,1346,3.0,Email Opened,Human Resource Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.6307070804529283,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,1319,2.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Email Opened,0.6306213390011578,0,Rep_D
API,Organic Search,No,0,2.0,413,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6301336204160662,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,3.0,1158,1.5,Email Opened,Business Administration,Unemployed,Tier II Cities,Yes,Email Opened,0.628924893524304,1,Rep_C
API,Organic Search,No,1,4.0,83,4.0,SMS Sent,Finance Management,Working Professional,Mumbai,No,SMS Sent,0.6288207450909297,1,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,784,2.0,SMS Sent,Supply Chain Management,Unemployed,Other Cities,Yes,Modified,0.6282532094267727,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,1289,2.0,Email Opened,Finance Management,Unemployed,Other Cities,Yes,Email Opened,0.6272229411187165,0,Rep_C
Landing Page Submission,Organic Search,No,0,6.0,562,6.0,Unreachable,Human Resource Management,Unemployed,Mumbai,Yes,Modified,0.6264624224303412,0,Rep_D
Landing Page Submission,Google,No,0,5.0,582,5.0,SMS Sent,Business Administration,Unemployed,Mumbai,No,SMS Sent,0.6262929140852446,0,Rep_B
API,Referral Sites,No,0,6.0,973,6.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.6260405058116082,0,Rep_C
Landing Page Submission,Google,No,1,4.0,1098,4.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.6246684890757236,1,Rep_D
Landing Page Submission,Organic Search,No,0,29.0,209,2.9,Page Visited on Website,Media and Advertising,Unemployed,Thane & Outskirts,Yes,Modified,0.6237709947529321,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,1448,2.0,Email Link Clicked,Supply Chain Management,Unemployed,Mumbai,Yes,Email Link Clicked,0.6222883258432472,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,3.0,747,3.0,SMS Sent,Human Resource Management,Unemployed,Other Cities,Yes,SMS Sent,0.6206419424056127,0,Rep_D
Landing Page Submission,Google,No,1,5.0,1113,5.0,Email Opened,International Business,Unemployed,Other Cities of Maharashtra,No,Email Opened,0.6204699009547011,1,Rep_B
API,Google,No,1,2.0,727,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6201615275996658,1,Rep_C
API,Referral Sites,No,0,10.0,275,3.33,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.6200995598586683,0,Rep_D
API,Google,No,1,3.0,1292,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.6192853077926674,1,Rep_B
API,Organic Search,No,1,2.0,306,1.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.6190443815262778,1,Rep_C
Landing Page Submission,Direct Traffic,No,1,9.0,1324,3.0,Email Opened,Human Resource Management,Unemployed,Mumbai,Yes,Email Opened,0.6185947088096306,1,Rep_D
Landing Page Submission,Organic Search,No,1,7.0,1149,3.5,Email Opened,"Banking, Investment And Insurance",Student,Other Cities,No,Email Opened,0.6182655449387319,1,Rep_B
Landing Page Submission,Google,No,0,6.0,461,2.0,Page Visited on Website,Business Administration,Unemployed,Mumbai,No,Page Visited on Website,0.6129638610080529,0,Rep_C
Landing Page Submission,Organic Search,No,0,3.0,1246,3.0,Converted to Lead,Finance Management,Student,Mumbai,No,Modified,0.6113191018705857,0,Rep_D
API,Organic Search,No,1,11.0,1538,11.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Modified,0.6101150935255221,1,Rep_B
Landing Page Submission,Direct Traffic,No,1,3.0,1218,1.5,Email Opened,Marketing Management,Unemployed,Mumbai,Yes,Email Opened,0.610005630618148,1,Rep_C
Landing Page Submission,Organic Search,No,1,14.0,1627,14.0,Email Opened,Retail Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.6096181307816846,1,Rep_D
